Message	Time Deliver	Simulator Time	Time Message
M3953	2981.9000	34481.89999977872	31500.0
M4285	872.3000	34772.29999977449	33900.0
M4100	2372.7000	34772.699999774486	32400.0
M4010	3294.7000	35094.6999997698	31800.0
M4393	294.9000	35094.8999997698	34800.0
M4035	3197.3000	35297.29999976685	32100.0
M4287	1398.0000	35297.99999976684	33900.0
M4142	2598.2000	35298.19999976684	32700.0
M4347	798.7000	35298.69999976683	34500.0
M4052	3199.4000	35299.39999976682	32100.0
M4038	3240.1000	35340.09999976623	32100.0
M4431	240.6000	35340.59999976622	35100.0
M4305	1140.9000	35340.89999976622	34200.0
M4014	3576.3000	35376.2999997657	31800.0
M4147	2376.9000	35376.899999765694	33000.0
M4148	2377.6000	35377.59999976568	33000.0
M4110	2677.9000	35377.89999976568	32700.0
M4119	3029.9000	35729.89999976056	32700.0
M4125	3030.6000	35730.59999976055	32700.0
M4164	2731.0000	35730.99999976054	33000.0
M4404	1161.4000	35961.39999975719	34800.0
M4240	2362.1000	35962.09999975718	33600.0
M4469	562.8000	35962.79999975717	35400.0
M4507	263.2000	35963.19999975716	35700.0
M4437	863.4000	35963.39999975716	35100.0
M4276	2063.7000	35963.699999757155	33900.0
M4267	2428.0000	36327.99999975185	33900.0
M4337	1828.5000	36328.499999751846	34500.0
M4375	1529.0000	36328.99999975184	34800.0
M4500	744.4000	36444.39999975016	35700.0
M4163	3444.7000	36444.699999750155	33000.0
M4542	445.1000	36445.09999975015	36000.0
M4242	2845.7000	36445.69999975014	33600.0
M4294	2601.5000	36501.49999974933	33900.0
M4354	2001.7000	36501.699999749326	34500.0
M4545	502.3000	36502.29999974932	36000.0
M4157	3502.6000	36502.59999974931	33000.0
M4583	203.1000	36503.099999749305	36300.0
M4355	2506.5000	37006.49999974198	34500.0
M4301	2806.7000	37006.69999974198	34200.0
M4232	3418.7000	37018.6999997418	33600.0
M4621	419.1000	37019.0999997418	36600.0
M4427	1919.3000	37019.299999741794	35100.0
M4428	1919.9000	37019.899999741785	35100.0
M4390	2220.5000	37020.499999741776	34800.0
M4392	2221.2000	37021.199999741766	34800.0
M4239	3497.2000	37097.19999974066	33600.0
M4552	1097.8000	37097.79999974065	36000.0
M4280	3198.0000	37097.99999974065	33900.0
M4618	498.7000	37098.69999974064	36600.0
M4359	2599.2000	37099.19999974063	34500.0
M4589	800.3000	37100.299999740615	36300.0
M4659	201.0000	37100.999999740605	36900.0
M4381	2489.8000	37289.79999973786	34800.0
M4321	3090.3000	37290.29999973785	34200.0
M4279	3390.9000	37290.89999973784	33900.0
M4696	91.3000	37291.299999737836	37200.0
M4633	692.0000	37291.999999737825	36600.0
M4278	3392.4000	37292.39999973782	33900.0
M4490	1593.1000	37293.09999973781	35700.0
M4587	1303.0000	37602.9999997333	36300.0
M4451	2203.7000	37603.69999973329	35400.0
M4417	2504.2000	37604.19999973328	35100.0
M4351	3257.1000	37757.09999973106	34500.0
M4350	3257.6000	37757.59999973105	34500.0
M4394	2979.8000	37779.79999973073	34800.0
M4694	580.1000	37780.09999973072	37200.0
M4651	880.8000	37780.79999973071	36900.0
M4565	1481.4000	37781.399999730704	36300.0
M4530	1877.8000	37877.7999997293	36000.0
M4733	378.3000	37878.29999972929	37500.0
M4773	383.1000	38183.09999972486	37800.0
M4735	683.6000	38183.59999972485	37500.0
M4736	684.2000	38184.19999972484	37500.0
M4663	1284.8000	38184.79999972483	36900.0
M4544	2363.0000	38362.99999972224	36000.0
M4580	2063.3000	38363.299999722236	36300.0
M4811	263.7000	38363.69999972223	38100.0
M4708	1164.0000	38363.999999722226	37200.0
M4467	3126.7000	38526.69999971986	35400.0
M4505	2827.3000	38527.29999971985	35700.0
M4848	127.6000	38527.599999719845	38400.0
M4620	2120.1000	38720.099999717044	36600.0
M4571	2689.6000	38989.59999971312	36300.0
M4717	1490.3000	38990.29999971311	37500.0
M4781	1190.9000	38990.8999997131	37800.0
M4546	2991.5000	38991.499999713094	36000.0
M4817	1049.1000	39149.0999997108	38100.0
M4740	1649.7000	39149.69999971079	37500.0
M4665	2250.1000	39150.09999971079	36900.0
M4497	3450.7000	39150.69999971078	35700.0
M4731	1773.4000	39273.39999970899	37500.0
M4598	2974.1000	39274.09999970898	36300.0
M4529	3274.5000	39274.499999708976	36000.0
M4855	875.0000	39274.99999970897	38400.0
M4693	2075.5000	39275.49999970896	37200.0
M4607	3228.9000	39828.89999970091	36600.0
M4793	1729.6000	39829.5999997009	38100.0
M4831	1430.1000	39830.09999970089	38400.0
M4614	3230.7000	39830.69999970088	36600.0
M4685	2633.8000	39833.79999970084	37200.0
M4847	1434.0000	39833.999999700834	38400.0
M5001	312.0000	39911.9999996997	39600.0
M4755	2112.4000	39912.39999969969	37800.0
M4603	3313.0000	39912.999999699685	36600.0
M4963	613.6000	39913.599999699676	39300.0
M4609	3521.7000	40121.69999969665	36600.0
M4880	1422.1000	40122.09999969664	38700.0
M4843	1722.5000	40122.499999696636	38400.0
M4958	1213.0000	40512.999999690954	39300.0
M4920	1513.3000	40513.29999969095	39000.0
M4884	1813.9000	40513.89999969094	38700.0
M5007	914.3000	40514.299999690935	39600.0
M4883	1814.5000	40514.49999969093	38700.0
M4697	3430.4000	40630.399999689245	37200.0
M5075	431.0000	40630.99999968924	40200.0
M4853	2445.7000	40845.69999968611	38400.0
M4769	3046.0000	40845.99999968611	37800.0
M4786	3046.7000	40846.6999996861	37800.0
M4945	1547.0000	40846.99999968609	39300.0
M5069	815.4000	41015.39999968364	40200.0
M4734	3515.9000	41015.899999683636	37500.0
M4778	3216.2000	41016.19999968363	37800.0
M5036	1116.6000	41016.599999683625	39900.0
M4728	3536.9000	41036.89999968333	37500.0
M4959	1748.4000	41048.39999968316	39300.0
M5039	1148.6000	41048.59999968316	39900.0
M5077	848.8000	41048.79999968316	40200.0
M4923	2049.3000	41049.29999968315	39000.0
M5153	249.5000	41049.49999968315	40800.0
M5115	549.9000	41049.89999968314	40500.0
M4784	3262.9000	41062.89999968295	37800.0
M5012	1464.7000	41064.699999682925	39600.0
M4915	2065.0000	41064.99999968292	39000.0
M5112	565.2000	41065.19999968292	40500.0
M5111	565.6000	41065.59999968291	40500.0
M5073	866.2000	41066.1999996829	40200.0
M4957	1766.4000	41066.3999996829	39300.0
M5151	266.7000	41066.699999682896	40800.0
M4809	2967.1000	41067.09999968289	38100.0
M4983	1613.2000	41213.199999680764	39600.0
M4871	2513.5000	41213.49999968076	38700.0
M5089	1013.9000	41213.899999680754	40200.0
M5150	414.1000	41214.09999968075	40800.0
M4804	3529.4000	41629.39999967471	38100.0
M5145	829.6000	41629.599999674705	40800.0
M4875	2930.1000	41630.0999996747	38700.0
M4833	3230.3000	41630.299999674695	38400.0
M4913	2630.9000	41630.899999674686	39000.0
M5021	1731.3000	41631.29999967468	39900.0
M5022	1731.9000	41631.89999967467	39900.0
M4967	2518.1000	41818.09999967196	39300.0
M4939	2818.7000	41818.69999967195	39000.0
M4891	3119.1000	41819.09999967195	38700.0
M5184	719.5000	41819.49999967194	41100.0
M5060	1620.0000	41819.999999671934	40200.0
M4849	3420.5000	41820.49999967193	38400.0
M5165	1020.9000	41820.89999967192	40800.0
M4929	2821.4000	41821.399999671914	39000.0
M4844	3421.7000	41821.69999967191	38400.0
M5267	185.6000	41885.59999967098	41700.0
M4937	2972.0000	41971.99999966972	39000.0
M5260	741.5000	42441.49999966289	41700.0
M5027	2542.2000	42442.19999966288	39900.0
M5241	1042.8000	42442.79999966287	41400.0
M5302	443.2000	42443.199999662866	42000.0
M4922	3449.1000	42449.09999966278	39000.0
M5059	2249.7000	42449.69999966277	40200.0
M5196	1492.1000	42592.0999996607	41100.0
M5381	146.4000	42746.39999965845	42600.0
M5271	1046.8000	42746.79999965845	41700.0
M5108	2531.8000	43031.7999996543	40500.0
M5110	2532.3000	43032.29999965429	40500.0
M5159	2233.0000	43032.99999965428	40800.0
M5419	133.7000	43033.69999965427	42900.0
M5190	2111.2000	43211.19999965169	41100.0
M5311	1211.9000	43211.89999965168	42000.0
M5349	912.4000	43212.39999965167	42300.0
M5219	1813.0000	43212.99999965166	41400.0
M5137	3368.1000	44168.099999637765	40800.0
M5493	668.5000	44168.49999963776	43500.0
M5531	369.0000	44168.99999963775	43800.0
M5363	1615.5000	44215.499999637075	42600.0
M5364	1615.9000	44215.89999963707	42600.0
M5202	3116.2000	44216.199999637065	41100.0
M5570	116.9000	44216.899999637055	44100.0
M5205	3376.2000	44476.19999963328	41100.0
M5230	3076.5000	44476.49999963328	41400.0
M5293	2477.2000	44477.19999963327	42000.0
M5507	977.4000	44477.399999633264	43500.0
M5375	2070.9000	44670.89999963045	42600.0
M5569	571.1000	44671.099999630445	44100.0
M5265	2971.7000	44671.69999963044	41700.0
M5379	2125.2000	44725.19999962966	42600.0
M5571	625.7000	44725.69999962965	44100.0
M5380	2126.1000	44726.099999629645	42600.0
M5495	1226.5000	44726.49999962964	43500.0
M5341	2426.9000	44726.89999962963	42300.0
M5533	927.1000	44727.09999962963	43800.0
M5609	327.4000	44727.399999629626	44400.0
M5297	3262.9000	45262.89999962183	42000.0
M5461	2063.4000	45263.399999621826	43200.0
M5367	2663.8000	45263.79999962182	42600.0
M5537	1464.0000	45263.99999962182	43800.0
M5499	1764.6000	45264.59999962181	43500.0
M5621	951.2000	45351.19999962055	44400.0
M5335	3051.8000	45351.79999962054	42300.0
M5317	3352.1000	45352.099999620536	42000.0
M5644	652.6000	45352.59999962053	44700.0
M5500	1860.4000	45360.399999620415	43500.0
M5538	1561.0000	45360.999999620406	43800.0
M5462	2161.7000	45361.699999620396	43200.0
M5371	2761.9000	45361.89999962039	42600.0
M5427	2985.0000	45884.99999961278	42900.0
M5465	2685.4000	45885.399999612775	43200.0
M5761	285.8000	45885.79999961277	45600.0
M5614	1614.0000	46013.9999996109	44400.0
M5696	1014.3000	46014.2999996109	45000.0
M5392	3414.9000	46014.89999961089	42600.0
M5679	1015.2000	46015.199999610886	45000.0
M5718	715.7000	46015.69999961088	45300.0
M5567	1915.9000	46015.899999610876	44100.0
M5680	1016.6000	46016.599999610866	45000.0
M5728	880.5000	46180.49999960848	45300.0
M5527	2380.8000	46180.799999608476	43800.0
M5642	1925.5000	46625.499999602005	44700.0
M5834	425.9000	46625.899999602	46200.0
M5751	1036.6000	46636.59999960184	45600.0
M5875	136.9000	46636.89999960184	46500.0
M5553	2537.5000	46637.49999960183	44100.0
M5591	2237.9000	46637.899999601825	44400.0
M5446	3438.5000	46638.499999601816	43200.0
M5713	1338.7000	46638.69999960181	45300.0
M5458	3439.2000	46639.199999601806	43200.0
M5592	2239.9000	46639.899999601796	44400.0
M5443	3469.1000	46669.09999960137	43200.0
M5727	1369.5000	46669.499999601365	45300.0
M5456	3469.9000	46669.89999960136	43200.0
M5492	3170.5000	46670.49999960135	43500.0
M5435	3515.4000	46715.3999996007	43200.0
M5800	835.1000	46735.09999960041	45900.0
M5557	2635.3000	46735.29999960041	44100.0
M5525	2935.9000	46735.8999996004	43800.0
M5488	3236.1000	46736.099999600396	43500.0
M5482	3236.7000	46736.69999960039	43500.0
M5510	3239.6000	46739.599999600345	43500.0
M5791	839.8000	46739.79999960034	45900.0
M5705	1440.1000	46740.09999960034	45300.0
M5646	2208.6000	46908.599999597885	44700.0
M5810	1009.2000	46909.19999959788	45900.0
M5690	1909.6000	46909.59999959787	45000.0
M5759	1815.9000	47415.8999995905	45600.0
M5721	2116.4000	47416.399999590496	45300.0
M5919	645.6000	47445.59999959007	46800.0
M5624	3046.1000	47446.099999590064	44400.0
M5789	2407.9000	48307.89999957752	45900.0
M6024	608.5000	48308.499999577514	47700.0
M5682	3308.9000	48308.89999957751	45000.0
M6063	309.5000	48309.4999995775	48000.0
M5831	2110.0000	48309.99999957749	46200.0
M5793	2410.7000	48310.69999957748	45900.0
M5895	1553.5000	48353.49999957686	46800.0
M5720	3053.8000	48353.799999576855	45300.0
M5762	2754.1000	48354.09999957685	45600.0
M5896	1554.7000	48354.69999957684	46800.0
M5933	1538.8000	48638.79999957271	47100.0
M6101	339.2000	48639.1999995727	48300.0
M5717	3339.5000	48639.4999995727	45300.0
M6039	939.9000	48639.89999957269	47700.0
M5752	3443.3000	49043.29999956682	45600.0
M5850	2843.9000	49043.89999956681	46200.0
M6100	789.0000	49088.99999956616	48300.0
M5971	1689.5000	49089.49999956615	47400.0
M6077	1089.8000	49089.799999566145	48000.0
M6139	490.1000	49090.09999956614	48600.0
M6138	490.4000	49090.399999566136	48600.0
M6177	378.3000	49278.2999995634	48900.0
M5792	3379.0000	49278.99999956339	45900.0
M6216	79.5000	49279.499999563384	49200.0
M5913	2533.3000	49333.2999995626	46800.0
M5830	3133.6000	49333.5999995626	46200.0
M6179	589.8000	49489.799999560324	48900.0
M6141	890.0000	49489.99999956032	48600.0
M6217	290.6000	49490.59999956031	49200.0
M6103	1190.8000	49490.79999956031	48300.0
M6025	1791.3000	49491.2999995603	47700.0
M6215	306.9000	49506.899999560075	49200.0
M5867	3044.2000	49544.19999955953	46500.0
M5899	2744.9000	49544.89999955952	46800.0
M6131	945.1000	49545.09999955952	48600.0
M5868	3045.5000	49545.49999955951	46500.0
M5938	2506.2000	49606.19999955863	47100.0
M6152	1006.5000	49606.499999558626	48600.0
M6145	1485.0000	50084.99999955166	48600.0
M6255	585.3000	50085.29999955166	49500.0
M6293	285.6000	50085.599999551654	49800.0
M6180	1290.9000	50190.89999955012	48900.0
M5898	3391.1000	50191.09999955012	46800.0
M5955	3091.6000	50191.59999955011	47100.0
M5981	3026.7000	50426.69999954669	47400.0
M6331	326.9000	50426.89999954669	50100.0
M5976	3027.1000	50427.099999546685	47400.0
M6184	1748.0000	50647.99999954347	48900.0
M6223	1448.4000	50648.399999543464	49200.0
M6369	248.9000	50648.89999954346	50400.0
M6261	1149.2000	50649.19999954345	49500.0
M5995	3249.8000	50649.799999543444	47400.0
M6299	850.3000	50650.29999954344	49800.0
M6051	2679.2000	50679.199999543016	48000.0
M5982	3279.5000	50679.49999954301	47400.0
M6019	2979.8000	50679.79999954301	47700.0
M6022	3543.9000	51243.8999995348	47700.0
M6065	3496.5000	51496.49999953112	48000.0
M6062	3497.2000	51497.19999953111	48000.0
M6109	3197.5000	51497.49999953111	48300.0
M6399	798.1000	51498.0999995311	50700.0
M6413	867.0000	51566.9999995301	50700.0
M6254	2067.4000	51567.39999953009	49500.0
M6445	567.7000	51567.69999953009	51000.0
M6483	268.3000	51568.29999953008	51300.0
M6323	1468.7000	51568.69999953007	50100.0
M6142	3019.6000	51619.59999952933	48600.0
M6481	320.3000	51620.29999952932	51300.0
M6313	1520.8000	51620.799999529314	50100.0
M6253	2217.7000	51717.699999527904	49500.0
M6291	1918.3000	51718.299999527895	49800.0
M6307	1919.0000	51718.999999527885	49800.0
M6451	719.6000	51719.599999527876	51000.0
M6351	1741.8000	52141.79999952173	50400.0
M6146	3542.2000	52142.19999952173	48600.0
M6259	2642.6000	52142.59999952172	49500.0
M6301	2516.2000	52316.199999519195	49800.0
M6170	3416.5000	52316.49999951919	48900.0
M6218	3117.0000	52316.99999951918	49200.0
M6513	717.2000	52317.19999951918	51600.0
M6304	2517.8000	52317.79999951917	49800.0
M6556	681.7000	52581.69999951533	51900.0
M6321	2482.3000	52582.29999951532	50100.0
M6335	2482.6000	52582.59999951532	50100.0
M6634	82.9000	52582.89999951531	52500.0
M6456	1583.4000	52583.399999515306	51000.0
M6595	395.0000	52594.99999951514	52200.0
M6294	2795.7000	52595.69999951513	49800.0
M6557	696.1000	52596.09999951512	51900.0
M6533	1000.0000	52599.999999515065	51600.0
M6495	1300.6000	52600.599999515056	51300.0
M6491	1301.1000	52601.09999951505	51300.0
M6389	2353.8000	53053.79999950846	50700.0
M6430	2054.1000	53054.09999950846	51000.0
M6392	2354.7000	53054.69999950845	50700.0
M6673	255.1000	53055.09999950844	52800.0
M6285	3255.4000	53055.39999950844	49800.0
M6711	145.5000	53245.49999950567	53100.0
M6427	2246.2000	53246.19999950566	51000.0
M6415	2546.5000	53246.49999950566	50700.0
M6332	3531.3000	53631.29999950006	50100.0
M6324	3531.7000	53631.69999950005	50100.0
M6623	1192.9000	53692.89999949916	52500.0
M6585	1493.4000	53693.39999949915	52200.0
M6547	1793.8000	53693.79999949915	51900.0
M6787	245.5000	53945.499999495485	53700.0
M6431	2946.2000	53946.199999495475	51000.0
M6639	1446.7000	53946.69999949547	52500.0
M6712	847.2000	53947.19999949546	53100.0
M6400	3247.8000	53947.79999949545	50700.0
M6544	2117.4000	54017.39999949444	51900.0
M6446	3017.9000	54017.89999949443	51000.0
M6420	3318.5000	54018.49999949442	50700.0
M6422	3318.8000	54018.79999949442	50700.0
M6407	3515.0000	54214.99999949156	50700.0
M6617	1715.7000	54215.69999949155	52500.0
M6475	3025.9000	54325.89999948995	51300.0
M6715	1226.6000	54326.59999948994	53100.0
M6677	1527.3000	54327.29999948993	52800.0
M6620	1827.5000	54327.499999489926	52500.0
M6630	2067.5000	54567.499999486434	52500.0
M6519	2967.7000	54567.69999948643	51600.0
M6480	3268.2000	54568.19999948642	51300.0
M6570	2880.9000	54780.89999948333	51900.0
M6488	3481.3000	54781.29999948332	51300.0
M6478	3481.5000	54781.49999948332	51300.0
M6754	1381.8000	54781.799999483315	53400.0
M6672	1982.3000	54782.29999948331	52800.0
M6901	182.5000	54782.499999483305	54600.0
M6515	3482.9000	55082.899999478934	51600.0
M6900	483.4000	55083.39999947893	54600.0
M6520	3483.7000	55083.69999947892	51600.0
M6696	1984.2000	55084.199999478915	53100.0
M6938	184.6000	55084.59999947891	54900.0
M6869	1051.6000	55351.599999475024	54300.0
M6977	152.1000	55352.09999947502	55200.0
M6939	452.4000	55352.39999947501	54900.0
M6907	752.7000	55352.69999947501	54600.0
M7015	240.4000	55740.399999469366	55500.0
M6912	1140.9000	55740.89999946936	54600.0
M6684	2941.1000	55741.099999469356	52800.0
M6743	2474.1000	55874.09999946742	53400.0
M6971	674.7000	55874.69999946741	55200.0
M6694	2775.3000	55875.2999994674	53100.0
M6646	3411.2000	55911.19999946688	52500.0
M6681	3111.5000	55911.499999466876	52800.0
M6633	3411.7000	55911.69999946687	52500.0
M6665	3111.9000	55911.89999946687	52800.0
M6753	2512.3000	55912.299999466864	53400.0
M7051	346.5000	56146.499999463456	55800.0
M6831	2147.2000	56147.199999463446	54000.0
M7014	647.5000	56147.49999946344	55500.0
M7052	347.8000	56147.79999946344	55800.0
M6819	2148.4000	56148.39999946343	54000.0
M6791	2520.9000	56220.899999462374	53700.0
M6921	1510.6000	56410.59999945961	54900.0
M6810	2411.2000	56411.199999459604	54000.0
M6848	2111.5000	56411.4999994596	54300.0
M6734	3012.2000	56412.19999945959	53400.0
M7007	912.8000	56412.79999945958	55500.0
M7050	613.2000	56413.199999459575	55800.0
M7089	313.5000	56413.49999945957	56100.0
M7127	280.5000	56680.499999455686	56400.0
M7065	880.9000	56680.89999945568	55800.0
M6775	2981.4000	56681.39999945567	53700.0
M6959	1481.9000	56681.899999455665	55200.0
M6813	2682.3000	56682.29999945566	54000.0
M7027	1183.0000	56682.99999945565	55500.0
M6746	3418.8000	56818.79999945367	53400.0
M6779	3119.1000	56819.09999945367	53700.0
M7092	719.6000	56819.59999945366	56100.0
M6883	2220.1000	56820.099999453654	54600.0
M6951	2066.8000	56966.79999945152	54900.0
M7167	267.1000	56967.099999451515	56700.0
M6997	1588.6000	57088.59999944975	55500.0
M6816	3088.9000	57088.89999944974	54000.0
M7126	942.8000	57342.79999944605	56400.0
M7164	643.2000	57343.19999944604	56700.0
M7203	343.6000	57343.599999446036	57000.0
M7165	643.9000	57343.89999944603	56700.0
M7079	1339.5000	57439.49999944464	56100.0
M7058	1721.6000	57521.599999443446	55800.0
M7205	522.2000	57522.19999944344	57000.0
M7243	222.8000	57522.79999944343	57300.0
M7012	2023.0000	57522.999999443426	55500.0
M7206	765.9000	57765.89999943989	57000.0
M7117	1366.5000	57766.49999943988	56400.0
M7281	166.7000	57766.69999943988	57600.0
M6937	3071.0000	57970.99999943691	54900.0
M7023	2471.7000	57971.699999436896	55500.0
M6899	3372.4000	57972.399999436886	54600.0
M7278	372.7000	57972.69999943688	57600.0
M7054	2173.0000	57972.99999943688	55800.0
M6940	3123.8000	58023.79999943614	54900.0
M7019	2524.5000	58024.49999943613	55500.0
M7133	2541.0000	58940.99999942279	56400.0
M7149	2241.2000	58941.19999942279	56700.0
M7225	1641.6000	58941.59999942278	57300.0
M7047	3142.2000	58942.19999942277	55800.0
M7393	442.7000	58942.699999422766	58500.0
M7251	1643.0000	58942.99999942276	57300.0
M7123	2889.6000	59289.59999941772	56400.0
M7433	490.0000	59289.99999941771	58800.0
M7395	790.5000	59290.499999417705	58500.0
M7471	191.2000	59291.199999417695	59100.0
M7389	791.6000	59291.59999941769	58500.0
M7277	1692.2000	59292.19999941768	57600.0
M7181	2652.5000	59352.4999994168	56700.0
M7301	1453.0000	59352.999999416796	57900.0
M7067	3553.3000	59353.29999941679	55800.0
M7087	3253.7000	59353.699999416785	56100.0
M7430	638.2000	59438.199999415556	58800.0
M7091	3338.8000	59438.79999941555	56100.0
M7469	339.5000	59439.49999941554	59100.0
M7280	2131.0000	59730.999999411295	57600.0
M7509	331.6000	59731.599999411286	59400.0
M7330	2108.6000	60008.599999407255	57900.0
M7160	3309.1000	60009.09999940725	56700.0
M7354	1866.7000	60066.69999940641	58200.0
M7316	2167.0000	60066.999999406406	57900.0
M7482	967.4000	60067.3999994064	59100.0
M7266	2467.8000	60067.799999406394	57600.0
M7200	3358.6000	60358.59999940216	57000.0
M7544	659.1000	60359.099999402155	59700.0
M7309	2459.4000	60359.39999940215	57900.0
M7318	2460.0000	60359.99999940214	57900.0
M7543	660.4000	60360.399999402136	59700.0
M7415	1592.0000	60391.999999401676	58800.0
M7196	3392.4000	60392.39999940167	57000.0
M7356	2192.6000	60392.59999940167	58200.0
M7311	2800.2000	60700.19999939719	57900.0
M7586	700.8000	60700.79999939718	60000.0
M7293	3166.4000	60766.39999939623	57600.0
M7497	1366.9000	60766.89999939622	59400.0
M7255	3467.1000	60767.09999939622	57300.0
M7661	198.8000	60798.79999939576	60600.0
M7304	2899.4000	60799.39999939575	57900.0
M7240	3499.6000	60799.599999395745	57300.0
M7621	509.9000	60809.899999395595	60300.0
M7361	2610.1000	60810.09999939559	58200.0
M7620	510.4000	60810.39999939559	60300.0
M7238	3510.8000	60810.79999939558	57300.0
M7388	2765.0000	61264.99999938897	58500.0
M7418	2465.6000	61265.59999938896	58800.0
M7567	1266.0000	61265.99999938896	60000.0
M7456	2166.5000	61266.49999938895	59100.0
M7358	3066.9000	61266.899999388945	58200.0
M7421	2467.2000	61267.19999938894	58800.0
M7313	3367.9000	61267.89999938893	57900.0
M7696	368.4000	61268.39999938892	60900.0
M7392	2768.9000	61268.899999388916	58500.0
M7494	1869.2000	61269.19999938891	59400.0
M7396	2769.5000	61269.49999938891	58500.0
M7461	2261.7000	61361.699999387565	59100.0
M7300	3462.1000	61362.09999938756	57900.0
M7515	1962.7000	61362.69999938755	59400.0
M7596	1363.0000	61362.999999387546	60000.0
M7529	1689.1000	61389.09999938717	59700.0
M7653	819.4000	61419.399999386726	60600.0
M7317	3519.8000	61419.79999938672	57900.0
M7319	3520.1000	61420.099999386715	57900.0
M7349	3333.3000	61533.29999938507	58200.0
M7419	2733.9000	61533.89999938506	58800.0
M7355	3334.5000	61534.49999938505	58200.0
M7627	1242.8000	61542.79999938493	60300.0
M7387	3098.0000	61597.99999938413	58500.0
M7479	2498.5000	61598.49999938412	59100.0
M7492	2198.8000	61598.799999384115	59400.0
M7711	1004.2000	61904.19999937967	60900.0
M7399	3404.6000	61904.599999379665	58500.0
M7769	814.3000	62314.2999993737	61500.0
M7781	814.6000	62314.5999993737	61500.0
M7666	1745.2000	62345.19999937325	60600.0
M7619	2045.7000	62345.699999373246	60300.0
M7851	246.3000	62346.29999937324	62100.0
M7757	1478.1000	62978.09999936404	61500.0
M7843	878.6000	62978.599999364036	62100.0
M7698	2078.8000	62978.79999936403	60900.0
M7719	1779.0000	62978.99999936403	61200.0
M7743	1949.0000	63148.99999936156	61200.0
M7925	449.4000	63149.39999936155	62700.0
M7901	950.9000	63350.89999935862	62400.0
M7795	1551.3000	63351.29999935861	61800.0
M7962	627.9000	63627.89999935459	63000.0
M7833	1528.5000	63628.49999935458	62100.0
M8001	328.7000	63628.699999354576	63300.0
M7939	990.5000	63690.49999935368	62700.0
M7634	3524.8000	63824.79999935172	60300.0
M7605	3525.2000	63825.19999935172	60300.0
M7845	1725.8000	63825.79999935171	62100.0
M7646	3447.3000	64047.299999348485	60600.0
M7811	2247.9000	64047.899999348476	61800.0
M7659	3448.2000	64048.19999934847	60600.0
M7657	3448.9000	64048.89999934846	60600.0
M8079	149.1000	64049.09999934846	63900.0
M7885	1649.7000	64049.69999934845	62400.0
M7651	3450.0000	64049.999999348445	60600.0
M8041	450.3000	64050.29999934844	63600.0
M7848	1950.6000	64050.59999934844	62100.0
M7849	1951.3000	64051.299999348426	62100.0
M8077	298.4000	64198.399999346286	63900.0
M7871	1798.9000	64198.89999934628	62400.0
M7996	899.4000	64199.39999934627	63300.0
M7909	1499.7000	64199.69999934627	62700.0
M7767	2988.8000	64488.79999934206	61500.0
M7924	1809.9000	64509.89999934175	62700.0
M8073	610.4000	64510.399999341746	63900.0
M7970	1569.7000	64569.69999934088	63000.0
M8047	969.9000	64569.89999934088	63600.0
M7887	2170.5000	64570.49999934087	62400.0
M8114	487.0000	64686.999999339176	64200.0
M7947	1687.5000	64687.49999933917	63000.0
M7910	1987.7000	64687.699999339166	62700.0
M7872	2288.0000	64687.99999933916	62400.0
M7948	1688.4000	64688.399999339155	63000.0
M7783	3188.7000	64688.69999933915	61500.0
M8155	266.2000	64766.19999933802	64500.0
M8029	1166.7000	64766.699999338016	63600.0
M8007	1467.2000	64767.19999933801	63300.0
